,牛号,月龄,胎次,繁殖状态,泌乳天数,产后天数,空怀天数,配种次数,奶量1,奶量2,牛舍名称,出生日期,父亲牛号,外祖父号,繁殖代码_,怀孕日期,产犊日期,干奶日期,配种日期,流产日期,与配公牛,配种组,RC
730,171074,41,1,复检+,366,431,147,4,41,41,红达2号干奶围产,05/19/2017,-1,-1,-1,01/26/2020,09/01/2019,08/31/2020,01/26/2020,01/01/1970,15180513,0,5
731,171078,40,2,初检+,74,74,31,1,40,40,红达105高产,06/09/2017,-1,-1,-1,09/23/2020,08/23/2020,01/01/1970,09/23/2020,01/01/1970,029HO18790,0,5
732,171083,40,2,已配未检,111,111,-1,2,40,40,红达103高产,06/25/2017,-1,-1,-1,01/01/1970,07/17/2020,01/01/1970,10/08/2020,01/01/1970,11116697,0,4
733,171084,40,2,初检-,139,139,-1,1,40,40,红达105高产,06/29/2017,-1,-1,-1,01/01/1970,06/19/2020,01/01/1970,07/29/2020,01/01/1970,029HO18790,0,3
734,171102,38,2,已配未检,128,128,-1,1,38,38,红达103高产,08/24/2017,-1,-1,-1,01/01/1970,06/30/2020,01/01/1970,09/30/2020,01/01/1970,11116697,0,4
735,171104,38,2,产后未配,22,22,-1,0,38,38,红达102新产,09/01/2017,-1,-1,-1,01/01/1970,10/14/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
736,171108,37,1,复检+,409,409,301,2,37,37,红达106高产,09/14/2017,-1,-1,-1,07/20/2020,09/23/2019,01/01/1970,07/20/2020,05/31/2020,029HO18790,0,5
737,171114,37,2,产后未配,34,34,-1,0,37,37,红达102新产,09/27/2017,-1,-1,-1,01/01/1970,10/02/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
738,171123,34,2,已配未检,58,58,-1,1,34,34,红达105高产,12/19/2017,-1,-1,-1,01/01/1970,09/08/2020,01/01/1970,10/27/2020,01/01/1970,31106121,0,4
739,180005,34,1,复检+,277,292,56,1,34,34,红达201干奶牛,01/06/2018,151HO01610,1195,-1,03/14/2020,01/18/2020,10/20/2020,03/14/2020,01/01/1970,11116697,0,5
740,180006,33,1,已配未检,147,147,-1,2,33,33,红达106高产,01/07/2018,AUSHO1682910,-1,-1,01/01/1970,06/11/2020,01/01/1970,10/31/2020,01/01/1970,31106121,0,4
741,180007,33,1,复检+,282,347,61,1,33,33,红达2号干奶围产,01/09/2018,151HO01610,-1,-1,01/25/2020,11/24/2019,08/31/2020,01/25/2020,01/01/1970,15180513,0,5
742,180008,33,2,已配未检,60,60,-1,1,33,33,红达105高产,01/10/2018,151HO01610,-1,-1,01/01/1970,09/06/2020,01/01/1970,10/31/2020,01/01/1970,31106121,0,4
743,180009,33,1,复检+,280,342,60,1,33,33,红达2号干奶围产,01/12/2018,151HO01610,-1,-1,01/28/2020,11/29/2019,09/03/2020,01/28/2020,01/01/1970,15180513,0,5
744,180010,33,1,复检+,337,337,153,3,33,33,红达104低产,01/13/2018,151HO01610,-1,-1,05/06/2020,12/04/2019,01/01/1970,05/06/2020,01/01/1970,029HO18790,0,5
745,180011,33,1,复检+,227,227,64,1,33,33,红达106高产,01/13/2018,151HO01610,-1,-1,05/26/2020,03/23/2020,01/01/1970,05/26/2020,01/01/1970,029HO18790,0,5
746,180013,33,1,复检+,331,331,174,5,33,33,红达105高产,01/15/2018,AUSHO1682910,-1,-1,06/01/2020,12/10/2019,01/01/1970,06/01/2020,01/01/1970,029HO18790,0,5
747,180015,33,1,复检+,356,356,260,3,33,33,红达104低产,01/21/2018,151HO01610,-1,-1,08/02/2020,11/15/2019,01/01/1970,08/02/2020,01/01/1970,029HO18790,0,5
748,180016,33,1,复检-,271,271,-1,2,33,33,红达106高产,01/21/2018,AUSHO1682910,-1,-1,01/01/1970,02/08/2020,01/01/1970,04/14/2020,01/01/1970,029HO18790,0,3
749,180021,33,2,产后未配,20,20,-1,0,33,33,红达102新产,01/26/2018,151HO01610,-1,-1,01/01/1970,10/16/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
750,180022,33,1,初检+,366,366,322,5,33,33,红达106高产,01/28/2018,AUSHO1682910,-1,-1,09/23/2020,11/05/2019,01/01/1970,09/23/2020,01/01/1970,029HO18790,0,5
751,180025,33,1,复检+,305,305,109,2,33,33,红达104低产,02/01/2018,AUSHO1682910,-1,-1,04/23/2020,01/05/2020,01/01/1970,04/23/2020,01/01/1970,029HO18790,0,5
752,180028,32,1,流产未配,344,344,-1,2,32,32,红达301病房,02/07/2018,151HO01615,-1,-1,01/01/1970,11/27/2019,01/01/1970,05/04/2020,10/29/2020,029HO18790,0,3
753,180029,32,1,复检+,307,307,148,3,32,32,红达105高产,02/11/2018,151HO01615,-1,-1,05/31/2020,01/03/2020,01/01/1970,05/31/2020,01/01/1970,029HO18790,0,5
754,180030,32,2,产后未配,20,20,-1,0,32,32,红达102新产,02/11/2018,151HO01615,-1,-1,01/01/1970,10/16/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
755,180033,32,1,复检+,300,306,81,2,32,32,红达201干奶牛,02/15/2018,151HO01615,-1,-1,03/25/2020,01/04/2020,10/29/2020,03/25/2020,01/01/1970,029HO18790,0,5
756,180034,32,0,初检+,-1,-1,-1,3,32,32,红达201干奶牛,02/17/2018,AUSHO1682910,-1,-1,04/25/2020,01/01/1970,01/01/1970,04/25/2020,10/21/2019,029HO18790,0,5
757,180035,32,1,复检+,276,335,56,1,32,32,红达2号干奶围产,02/17/2018,151HO01615,-1,-1,01/31/2020,12/06/2019,09/06/2020,01/31/2020,01/01/1970,15180513,0,5
758,180041,32,1,复检+,288,303,68,1,32,32,红达201干奶牛,02/25/2018,151HO01615,-1,-1,03/15/2020,01/07/2020,10/20/2020,03/15/2020,01/01/1970,11116697,0,5
759,180043,32,1,复检+,322,328,99,3,32,32,红达201干奶牛,02/28/2018,AUSHO1682910,-1,-1,03/22/2020,12/13/2019,10/29/2020,03/22/2020,01/01/1970,029HO18790,0,5
760,180046,32,1,复检+,289,289,131,3,32,32,红达105高产,03/02/2018,151HO01615,-1,-1,05/31/2020,01/21/2020,01/01/1970,05/31/2020,01/01/1970,029HO18790,0,5
761,180048,32,1,复检+,267,267,106,2,32,32,红达106高产,03/02/2018,151HO01615,1078,-1,05/28/2020,02/12/2020,01/01/1970,05/28/2020,01/01/1970,029HO18790,0,5
762,180049,32,1,复检+,317,317,129,4,32,32,红达106高产,03/03/2018,151HO01615,-1,-1,05/01/2020,12/24/2019,01/01/1970,05/01/2020,01/01/1970,029HO18790,0,5
763,180052,32,1,复检+,189,239,64,1,32,32,红达201干奶牛,03/04/2018,151HO01615,-1,-1,05/15/2020,03/11/2020,09/15/2020,05/15/2020,01/01/1970,029HO18790,0,5
764,180053,32,1,初检+,128,128,61,2,32,32,红达106高产,03/04/2018,AUSHO1682910,-1,-1,08/31/2020,06/30/2020,01/01/1970,08/31/2020,01/01/1970,029HO18790,0,5
765,180056,32,1,已配未检,269,269,-1,3,32,32,红达106高产,03/08/2018,151HO00731,-1,-1,01/01/1970,02/10/2020,01/01/1970,10/13/2020,01/01/1970,11116697,0,4
766,180057,31,1,复检+,301,301,149,4,31,31,红达106高产,03/09/2018,151HO01615,-1,-1,06/06/2020,01/09/2020,01/01/1970,06/06/2020,01/01/1970,029HO18790,0,5
767,180062,31,1,复检+,275,275,67,1,31,31,红达106高产,03/13/2018,151HO00731,-1,-1,04/11/2020,02/04/2020,01/01/1970,04/11/2020,01/01/1970,029HO18790,0,5
768,180063,31,1,复检+,290,290,192,2,31,31,红达104低产,03/17/2018,AUSHO1682910,-1,-1,07/30/2020,01/20/2020,01/01/1970,07/30/2020,01/01/1970,029HO18790,0,5
769,180065,31,1,复检+,288,303,67,1,31,31,红达201干奶牛,03/21/2018,AUSHO1682910,-1,-1,03/14/2020,01/07/2020,10/20/2020,03/14/2020,01/01/1970,11116697,0,5
770,180066,31,1,复检+,303,303,153,3,31,31,红达106高产,03/21/2018,AUSHO1682910,-1,-1,06/08/2020,01/07/2020,01/01/1970,06/08/2020,01/01/1970,029HO18790,0,5
771,180068,31,1,已配未检,269,269,-1,7,31,31,红达106高产,03/24/2018,AUSHO1682910,-1,-1,01/01/1970,02/10/2020,01/01/1970,10/30/2020,01/01/1970,31106121,0,4
772,180070,31,1,流产未配,303,303,-1,2,31,31,红达106高产,03/25/2018,AUSHO1682910,-1,-1,01/01/1970,01/07/2020,01/01/1970,04/10/2020,09/17/2020,029HO18790,0,3
773,180072,31,1,复检+,269,269,64,1,31,31,红达104低产,03/30/2018,029HO15496,-1,-1,04/14/2020,02/10/2020,01/01/1970,04/14/2020,01/01/1970,029HO18790,0,5
774,180073,31,1,复检+,281,281,132,2,31,31,红达106高产,03/31/2018,-1,-1,-1,06/09/2020,01/29/2020,01/01/1970,06/09/2020,01/01/1970,029HO18790,0,5
775,180076,31,1,复检+,239,239,68,1,31,31,红达106高产,04/05/2018,029HO15496,-1,-1,05/19/2020,03/11/2020,01/01/1970,05/19/2020,01/01/1970,029HO18790,0,5
776,180079,30,1,复检+,280,286,64,1,30,30,红达201干奶牛,04/14/2018,AUSHO1682910,-1,-1,03/28/2020,01/24/2020,10/29/2020,03/28/2020,01/01/1970,029HO18790,0,5
777,180081,30,1,初检-,225,225,-1,4,30,30,红达106高产,04/18/2018,029HO15496,-1,-1,01/01/1970,03/25/2020,01/01/1970,09/16/2020,01/01/1970,029HO18790,0,3
778,180082,30,1,初检-,152,152,-1,2,30,30,红达106高产,04/20/2018,029HO15496,-1,-1,01/01/1970,06/06/2020,01/01/1970,09/16/2020,01/01/1970,029HO18790,0,3
779,180086,30,1,已配未检,111,111,-1,2,30,30,红达106高产,04/23/2018,AUSHO1682910,-1,-1,01/01/1970,07/17/2020,01/01/1970,10/19/2020,01/01/1970,31106121,0,4
780,180087,30,0,复检+,-1,-1,-1,2,30,30,红达2号干奶围产,04/23/2018,029HO15496,-1,-1,02/13/2020,01/01/1970,01/01/1970,02/13/2020,01/01/1970,15180513,0,5
781,180094,30,1,初检+,157,157,78,2,30,30,红达106高产,04/29/2018,029HO15496,-1,-1,08/19/2020,06/01/2020,01/01/1970,08/19/2020,01/01/1970,029HO18790,0,5
782,180097,30,1,产后未配,28,28,-1,0,30,30,红达102新产,05/03/2018,029HO15496,-1,-1,01/01/1970,10/08/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
783,180098,30,1,复检+,253,253,67,2,30,30,红达106高产,05/04/2018,AUSHO1682910,-1,-1,05/03/2020,02/26/2020,01/01/1970,05/03/2020,01/01/1970,029HO18790,0,5
784,180099,30,1,复检+,205,205,59,1,30,30,红达106高产,05/04/2018,029HO15496,-1,-1,06/12/2020,04/14/2020,01/01/1970,06/12/2020,01/01/1970,029HO18790,0,5
785,180107,29,1,复检+,231,231,67,1,29,29,红达106高产,05/22/2018,029HO15496,-1,-1,05/25/2020,03/19/2020,01/01/1970,05/25/2020,01/01/1970,029HO18790,0,5
786,180111,29,1,已配未检,126,126,-1,1,29,29,红达106高产,05/23/2018,029HO15496,-1,-1,01/01/1970,07/02/2020,01/01/1970,10/31/2020,01/01/1970,31106121,0,4
787,180112,29,1,复检+,204,204,100,2,29,29,红达106高产,05/26/2018,15514212,-1,-1,07/24/2020,04/15/2020,01/01/1970,07/24/2020,01/01/1970,029HO18790,0,5
788,180119,28,1,初检+,154,154,112,3,28,28,红达106高产,06/11/2018,15514212,-1,-1,09/25/2020,06/04/2020,01/01/1970,09/25/2020,01/01/1970,029HO18790,0,5
789,180122,28,1,复检+,207,207,103,3,28,28,红达106高产,06/15/2018,15514212,-1,-1,07/24/2020,04/12/2020,01/01/1970,07/24/2020,01/01/1970,029HO18790,0,5
790,180124,28,1,复检+,198,198,53,1,28,28,红达104低产,06/16/2018,65204045,-1,-1,06/14/2020,04/21/2020,01/01/1970,06/14/2020,01/01/1970,029HO18790,0,5
791,180127,28,1,复检+,171,171,73,1,28,28,红达106高产,06/21/2018,15514212,-1,-1,07/30/2020,05/18/2020,01/01/1970,07/30/2020,01/01/1970,029HO18790,0,5
792,180131,28,1,产后未配,41,41,-1,0,28,28,红达102新产,06/22/2018,65204045,-1,-1,01/01/1970,09/25/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
793,180133,28,1,复检+,218,218,60,1,28,28,红达106高产,06/23/2018,15514212,-1,-1,05/31/2020,04/01/2020,01/01/1970,05/31/2020,01/01/1970,029HO18790,0,5
794,180135,28,1,已配未检,167,167,-1,2,28,28,红达106高产,06/24/2018,15514212,-1,-1,01/01/1970,05/22/2020,01/01/1970,10/31/2020,01/01/1970,31106121,0,4
795,180136,28,1,初检+,206,206,140,3,28,28,红达106高产,06/25/2018,15514212,-1,-1,08/31/2020,04/13/2020,01/01/1970,08/31/2020,01/01/1970,029HO18790,0,5
796,180140,28,1,初检-,155,155,-1,2,28,28,红达106高产,07/01/2018,65204045,-1,-1,01/01/1970,06/03/2020,01/01/1970,09/16/2020,01/01/1970,029HO18790,0,3
797,180141,27,1,复检+,163,163,65,1,27,27,红达106高产,07/10/2018,15514212,-1,-1,07/30/2020,05/26/2020,01/01/1970,07/30/2020,01/01/1970,029HO18790,0,5
798,180142,27,0,复检+,-1,-1,-1,5,27,27,红达2号干奶围产,07/12/2018,65204045,-1,-1,12/25/2019,01/01/1970,01/01/1970,12/25/2019,01/01/1970,11109875,0,5
799,180144,27,1,初检+,125,125,58,1,27,27,红达106高产,07/13/2018,65204045,-1,-1,08/31/2020,07/03/2020,01/01/1970,08/31/2020,01/01/1970,029HO18790,0,5
800,180146,27,1,初检-,115,115,-1,2,27,27,红达106高产,07/15/2018,151HO00734,-1,-1,01/01/1970,07/13/2020,01/01/1970,09/23/2020,01/01/1970,029HO18790,0,3
801,180151,27,1,已配未检,106,106,-1,2,27,27,红达106高产,07/22/2018,65204045,-1,-1,01/01/1970,07/22/2020,01/01/1970,09/30/2020,01/01/1970,11116697,0,4
802,180156,27,1,初检-,110,110,-1,1,27,27,红达106高产,08/03/2018,65204045,15503832,-1,01/01/1970,07/18/2020,01/01/1970,09/15/2020,01/01/1970,029HO18790,0,3
803,180161,26,1,已配未检,163,163,-1,3,26,26,红达106高产,08/15/2018,65204045,-1,-1,01/01/1970,05/26/2020,01/01/1970,10/28/2020,01/01/1970,31106121,0,4
804,180162,26,1,产后未配,40,40,-1,0,26,26,红达102新产,08/16/2018,-1,-1,-1,01/01/1970,09/26/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
805,180166,26,1,初检+,123,123,56,1,26,26,红达106高产,08/21/2018,15514212,-1,-1,08/31/2020,07/05/2020,01/01/1970,08/31/2020,01/01/1970,029HO18790,0,5
806,180167,26,1,复检+,165,165,65,1,26,26,红达106高产,08/21/2018,15514212,029HO15384,-1,07/29/2020,05/24/2020,01/01/1970,07/29/2020,01/01/1970,029HO18790,0,5
807,180168,26,1,初检+,164,164,89,2,26,26,红达106高产,08/23/2018,65204045,-1,-1,08/22/2020,05/25/2020,01/01/1970,08/22/2020,01/01/1970,029HO18790,0,5
808,180169,26,1,初检+,108,108,58,1,26,26,红达106高产,08/24/2018,15514212,-1,-1,09/17/2020,07/20/2020,01/01/1970,09/17/2020,01/01/1970,029HO18790,0,5
809,180170,26,1,初检-,98,98,-1,1,26,26,红达106高产,08/24/2018,15514212,-1,-1,01/01/1970,07/30/2020,01/01/1970,09/29/2020,01/01/1970,291HO17029,0,3
810,180175,26,1,初检+,121,121,45,1,26,26,红达106高产,08/28/2018,15514212,029HO15384,-1,08/22/2020,07/07/2020,01/01/1970,08/22/2020,01/01/1970,029HO18790,0,5
811,180177,26,1,产后未配,39,39,-1,0,26,26,红达102新产,08/30/2018,65204045,-1,-1,01/01/1970,09/27/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
812,180178,26,1,初检+,117,117,66,1,26,26,红达106高产,08/30/2018,65204045,-1,-1,09/15/2020,07/11/2020,01/01/1970,09/15/2020,01/01/1970,029HO18790,0,5
813,180186,26,1,初检-,97,97,-1,1,26,26,红达106高产,09/06/2018,65204045,-1,-1,01/01/1970,07/31/2020,01/01/1970,09/21/2020,01/01/1970,291HO17029,0,3
814,180187,26,1,初检+,119,119,64,1,26,26,红达106高产,09/06/2018,-1,-1,-1,09/11/2020,07/09/2020,01/01/1970,09/11/2020,01/01/1970,029HO18790,0,5
815,180191,25,1,已配未检,129,129,-1,2,25,25,红达106高产,09/08/2018,15514212,-1,-1,01/01/1970,06/29/2020,01/01/1970,10/13/2020,01/01/1970,11116697,0,4
816,180192,25,1,初检+,118,118,45,1,25,25,红达106高产,09/08/2018,65204045,-1,-1,08/24/2020,07/10/2020,01/01/1970,08/24/2020,01/01/1970,029HO18790,0,5
817,180197,25,1,产后未配,30,30,-1,0,25,25,红达301病房,09/12/2018,15514212,-1,-1,01/01/1970,10/06/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
818,180200,25,1,已配未检,73,73,-1,1,25,25,红达102新产,09/16/2018,65204045,-1,-1,01/01/1970,08/24/2020,01/01/1970,10/27/2020,01/01/1970,31106121,0,4
819,180201,25,1,已配未检,62,62,-1,1,25,25,红达102新产,09/17/2018,65204045,-1,-1,01/01/1970,09/04/2020,01/01/1970,10/31/2020,01/01/1970,31106121,0,4
820,181001,33,2,产后未配,39,39,-1,0,33,33,红达105高产,01/08/2018,-1,-1,-1,01/01/1970,09/27/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
821,181002,33,2,产后未配,18,18,-1,0,33,33,红达102新产,01/28/2018,-1,-1,-1,01/01/1970,10/18/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
822,181003,32,1,复检+,328,359,109,2,32,32,红达201干奶牛,02/06/2018,-1,-1,-1,02/29/2020,11/12/2019,10/04/2020,02/29/2020,01/01/1970,11116697,0,5
823,181004,32,1,复检+,307,307,124,2,32,32,红达104低产,02/06/2018,-1,-1,-1,05/07/2020,01/03/2020,01/01/1970,05/07/2020,01/01/1970,029HO18790,0,5
824,181005,32,1,复检+,286,301,72,3,32,32,红达201干奶牛,02/12/2018,-1,-1,-1,03/21/2020,01/09/2020,10/20/2020,03/21/2020,01/01/1970,029HO18790,0,5
825,181008,32,1,复检+,305,305,95,2,32,32,红达106高产,02/12/2018,-1,-1,-1,04/09/2020,01/05/2020,01/01/1970,04/09/2020,01/01/1970,029HO18790,0,5
826,181010,32,2,产后未配,5,5,-1,0,32,32,红达301产房,03/04/2018,-1,-1,-1,01/01/1970,10/31/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
827,181011,32,1,复检+,264,264,59,1,32,32,红达104低产,03/07/2018,-1,-1,-1,04/14/2020,02/15/2020,01/01/1970,04/14/2020,01/01/1970,029HO18790,0,5
828,181012,31,1,复检+,269,308,50,1,31,31,红达2号干奶围产,03/09/2018,-1,-1,-1,02/21/2020,01/02/2020,09/26/2020,02/21/2020,01/01/1970,15108513,0,5
829,181013,31,1,复检+,302,302,107,3,31,31,红达106高产,03/14/2018,-1,-1,-1,04/25/2020,01/08/2020,01/01/1970,04/25/2020,01/01/1970,029HO18790,0,5
830,181016,31,1,复检+,290,296,70,2,31,31,红达201干奶牛,03/20/2018,-1,-1,-1,03/24/2020,01/14/2020,10/29/2020,03/24/2020,01/01/1970,029HO18790,0,5
831,181021,30,2,产后未配,22,22,-1,0,30,30,红达301产房,05/05/2018,-1,-1,-1,01/01/1970,10/14/2020,01/01/1970,01/01/1970,01/01/1970,-1,0,2
832,181023,29,1,复检+,228,228,81,2,29,29,红达106高产,05/31/2018,-1,-1,-1,06/12/2020,03/22/2020,01/01/1970,06/12/2020,01/01/1970,029HO18790,0,5
833,181024,28,1,已配未检,83,83,-1,1,28,28,红达102新产,06/11/2018,-1,-1,-1,01/01/1970,08/14/2020,01/01/1970,10/18/2020,01/01/1970,291HO17029,0,4
834,181028,27,1,复检+,199,199,94,2,27,27,红达106高产,07/10/2018,-1,-1,-1,07/24/2020,04/20/2020,01/01/1970,07/24/2020,01/01/1970,029HO18790,0,5
835,190079,19,0,复检+,-1,-1,-1,1,19,19,红达601育成,04/04/2019,13205130,-1,-1,05/25/2020,01/01/1970,01/01/1970,05/25/2020,01/01/1970,291HO17012,0,5
836,190090,18,0,已配未检,-1,-1,-1,2,18,18,红达601育成,04/19/2019,13205130,-1,-1,01/01/1970,01/01/1970,01/01/1970,09/30/2020,01/01/1970,291HO17029,0,4
837,190091,18,0,初检-,-1,-1,-1,1,18,18,红达601育成,04/23/2019,13205130,-1,-1,01/01/1970,01/01/1970,01/01/1970,06/07/2020,01/01/1970,291HO17012,0,3
838,190092,18,0,初检+,-1,-1,-1,2,18,18,红达601育成,04/23/2019,13205130,-1,-1,08/13/2020,01/01/1970,01/01/1970,08/13/2020,01/01/1970,291HO17029,0,5
839,190093,18,0,已配未检,-1,-1,-1,5,18,18,红达601育成,04/24/2019,13205130,-1,-1,01/01/1970,01/01/1970,01/01/1970,10/22/2020,01/01/1970,291HO17029,0,4
840,190095,18,0,复检+,-1,-1,-1,1,18,18,红达601育成,04/27/2019,291HO16049,029HO15384,-1,05/26/2020,01/01/1970,01/01/1970,05/26/2020,01/01/1970,029HO18790,0,5
841,190096,18,0,复检+,-1,-1,-1,1,18,18,红达601育成,04/29/2019,13205130,-1,-1,05/30/2020,01/01/1970,01/01/1970,05/30/2020,01/01/1970,291HO17012,0,5
842,190097,18,0,已配未检,-1,-1,-1,2,18,18,红达601育成,04/30/2019,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,09/18/2020,01/01/1970,291HO17029,0,4
843,190098,18,0,复检+,-1,-1,-1,1,18,18,红达601育成,05/01/2019,15180513,AUSHO1657573,-1,06/09/2020,01/01/1970,01/01/1970,06/09/2020,01/01/1970,291HO17012,0,5
844,190099,18,0,复检+,-1,-1,-1,2,18,18,红达601育成,05/02/2019,291HO16049,AUSHO1682910,-1,06/29/2020,01/01/1970,01/01/1970,06/29/2020,01/01/1970,291HO17012,0,5
845,190100,18,0,初检+,-1,-1,-1,1,18,18,红达601育成,05/03/2019,15180513,-1,-1,09/20/2020,01/01/1970,01/01/1970,09/20/2020,01/01/1970,291HO17029,0,5
846,190101,18,0,初检-,-1,-1,-1,1,18,18,红达601育成,05/03/2019,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,09/20/2020,01/01/1970,291HO17029,0,3
847,190105,17,0,复检+,-1,-1,-1,1,17,17,红达601育成,05/08/2019,291HO16049,151HO00653,-1,06/13/2020,01/01/1970,01/01/1970,06/13/2020,01/01/1970,291HO17012,0,5
848,190106,17,0,已配未检,-1,-1,-1,3,17,17,红达601育成,05/08/2019,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,09/23/2020,01/01/1970,291HO17029,0,4
849,190107,17,0,出生,-1,-1,-1,0,17,17,红达501育成,05/09/2019,15180513,151HO00653,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
850,190108,17,0,初检-,-1,-1,-1,1,17,17,红达601育成,05/10/2019,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,09/18/2020,01/01/1970,291HO17029,0,3
851,190109,17,0,复检+,-1,-1,-1,1,17,17,红达601育成,05/11/2019,15180513,-1,-1,06/13/2020,01/01/1970,01/01/1970,06/13/2020,01/01/1970,291HO17012,0,5
852,190110,17,0,初检-,-1,-1,-1,2,17,17,红达601育成,05/14/2019,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,09/14/2020,01/01/1970,291HO17029,0,3
853,190111,17,0,已配未检,-1,-1,-1,2,17,17,红达601育成,05/14/2019,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,10/09/2020,01/01/1970,291HO17029,0,4
854,190113,17,0,复检+,-1,-1,-1,1,17,17,红达601育成,05/21/2019,15180513,1187,-1,07/11/2020,01/01/1970,01/01/1970,07/11/2020,01/01/1970,291HO17029,0,5
855,190114,17,0,初检+,-1,-1,-1,1,17,17,红达601育成,05/22/2019,15180513,-1,-1,08/24/2020,01/01/1970,01/01/1970,08/24/2020,01/01/1970,291HO17029,0,5
856,190115,17,0,复检+,-1,-1,-1,1,17,17,红达601育成,05/22/2019,15180513,-1,-1,06/13/2020,01/01/1970,01/01/1970,06/13/2020,01/01/1970,291HO17012,0,5
857,190116,17,0,出生,-1,-1,-1,0,17,17,红达501育成,05/23/2019,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
858,190117,17,0,出生,-1,-1,-1,0,17,17,红达501育成,05/28/2019,291HO16049,151HO00644,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
859,190119,17,0,已配未检,-1,-1,-1,3,17,17,红达601育成,05/29/2019,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,11/02/2020,01/01/1970,291HO19027,0,4
860,190120,17,0,复检+,-1,-1,-1,1,17,17,红达601育成,06/02/2019,15180513,-1,-1,08/07/2020,01/01/1970,01/01/1970,08/07/2020,01/01/1970,291HO17029,0,5
861,190121,17,0,已配未检,-1,-1,-1,1,17,17,红达601育成,06/04/2019,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,09/30/2020,01/01/1970,291HO17029,0,4
862,190122,17,0,已配未检,-1,-1,-1,2,17,17,红达601育成,06/04/2019,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,09/26/2020,01/01/1970,291HO17029,0,4
863,190123,17,0,已配未检,-1,-1,-1,3,17,17,红达601育成,06/05/2019,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,10/09/2020,01/01/1970,291HO17029,0,4
864,190124,16,0,复检+,-1,-1,-1,2,16,16,红达601育成,06/10/2019,15180513,-1,-1,08/04/2020,01/01/1970,01/01/1970,08/04/2020,01/01/1970,291HO17029,0,5
865,190125,16,0,已配未检,-1,-1,-1,1,16,16,红达601育成,06/16/2019,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,10/28/2020,01/01/1970,291HO17029,0,4
866,190126,16,0,复检+,-1,-1,-1,1,16,16,红达601育成,06/16/2019,15180513,-1,-1,07/21/2020,01/01/1970,01/01/1970,07/21/2020,01/01/1970,291HO17012,0,5
867,190127,16,0,已配未检,-1,-1,-1,1,16,16,红达601育成,06/17/2019,15180513,529HO13402,-1,01/01/1970,01/01/1970,01/01/1970,10/25/2020,01/01/1970,291HO17029,0,4
868,190128,16,0,初检+,-1,-1,-1,1,16,16,红达601育成,06/18/2019,291HO16049,151HO03060,-1,09/06/2020,01/01/1970,01/01/1970,09/06/2020,01/01/1970,291HO17029,0,5
869,190129,16,0,复检+,-1,-1,-1,1,16,16,红达601育成,06/18/2019,15180513,-1,-1,08/17/2020,01/01/1970,01/01/1970,08/17/2020,01/01/1970,291HO17029,0,5
870,190130,16,0,初检+,-1,-1,-1,1,16,16,红达601育成,06/18/2019,15180513,-1,-1,07/26/2020,01/01/1970,01/01/1970,07/26/2020,01/01/1970,291HO17012,0,5
871,190132,16,0,出生,-1,-1,-1,0,16,16,红达601育成,06/21/2019,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,01/01/1970,01/01/1970,-1,0,0
872,190133,16,0,初检-,-1,-1,-1,1,16,16,红达501育成,06/22/2019,15180513,-1,-1,01/01/1970,01/01/1970,01/01/1970,08/17/2020,01/01/1970,291HO17029,0,3
873,190134,16,0,复检+,-1,-1,-1,1,16,16,红达601育成,06/23/2019,15180513,-1,-1,07/26/2020,01/01/1970,01/01/1970,07/26/2020,01/01/1970,291HO17012,0,5
874,190135,16,0,初检+,-1,-1,-1,2,16,16,红达601育成,06/24/2019,15180513,-1,-1,09/17/2020,01/01/1970,01/01/1970,09/17/2020,01/01/1970,291HO17029,0,5
